Date,Time,Department ID,Abandonment Time (seconds)
03/02/2022,17:05:38,2,388
05/09/2022,13:55:52,1,513
22/09/2023,18:45:48,1,77
13/10/2023,22:14:48,1,292
19/11/2023,10:39:59,4,301
26/05/2024,16:19:13,3,440
13/09/2022,12:49:59,1,443
14/01/2022,5:16:05,4,211
12/08/2024,13:33:21,1,208
14/05/2024,15:41:40,1,3
23/04/2022,19:27:59,1,260
07/07/2023,18:43:51,1,154
30/09/2023,17:22:58,3,24
27/08/2023,17:11:19,1,499
31/07/2023,13:27:57,4,216
01/09/2023,9:23:44,3,7
22/01/2023,14:48:36,2,25
04/02/2022,6:18:09,1,82
23/09/2023,17:43:08,1,496
24/09/2024,12:39:10,3,235
04/10/2024,18:43:47,3,484
25/01/2022,22:12:02,1,277
27/03/2022,16:54:23,4,566
20/01/2024,15:17:31,2,370
07/11/2022,12:53:35,1,404
25/09/2022,16:54:44,3,357
18/12/2024,16:40:25,1,12
24/04/2022,15:39:22,1,515
27/09/2023,10:00:13,1,159
21/06/2022,15:32:41,3,75
23/04/2023,10:08:27,1,537
30/12/2022,17:45:23,4,261
18/10/2023,16:53:34,1,489
05/02/2024,16:09:40,1,526
06/03/2023,14:00:59,1,567
02/03/2023,6:00:27,1,483
28/06/2023,14:57:12,1,417
12/04/2023,18:09:03,3,310
28/04/2023,14:55:05,4,418
03/07/2022,15:51:23,2,524
02/01/2022,21:02:31,1,296
07/09/2022,14:01:16,1,332
14/01/2023,12:29:26,3,318
18/02/2024,14:14:57,3,461
19/04/2022,17:50:05,4,52
18/03/2023,17:57:33,3,239
10/03/2022,12:33:45,2,115
19/02/2024,11:29:11,1,383
07/02/2022,13:30:17,3,142
05/05/2024,11:18:59,1,508
29/07/2022,11:27:01,3,334
13/12/2022,15:27:54,3,570
23/02/2023,5:08:39,1,330
25/11/2022,18:09:24,1,400
09/03/2024,15:41:15,2,395
13/06/2023,9:03:02,2,451
28/01/2022,6:04:44,2,554
27/09/2022,13:19:07,1,113
25/08/2023,16:59:29,2,380
01/04/2024,13:51:31,3,106
18/10/2022,13:07:47,3,218
23/02/2022,5:21:03,1,522
05/10/2022,11:49:32,1,213
15/01/2024,15:05:17,3,226
13/01/2022,16:56:08,1,504
10/10/2022,11:05:09,3,246
25/10/2023,7:46:56,1,195
09/01/2022,13:59:46,1,291
06/02/2023,17:01:23,1,88
30/01/2023,16:26:20,4,143
03/04/2023,19:38:54,1,392
09/12/2024,17:45:47,1,207
19/04/2023,12:34:55,1,348
15/06/2024,11:25:05,3,394
15/11/2024,6:21:10,1,7
02/02/2022,11:03:09,2,68
13/09/2024,8:53:52,2,304
10/04/2023,20:11:42,1,25
09/11/2023,12:37:04,1,195
09/05/2023,8:56:58,1,119
12/08/2024,7:57:54,2,538
29/08/2024,6:05:07,3,426
28/03/2023,3:09:23,1,101
12/01/2024,20:02:09,2,262
24/10/2024,13:31:24,1,340
05/11/2022,7:33:53,2,143
16/10/2024,23:14:52,4,532
22/02/2024,19:41:30,3,510
07/11/2022,13:15:49,3,146
15/04/2023,10:56:19,2,445
20/02/2023,9:05:09,2,214
06/04/2023,9:51:42,2,590
06/02/2023,12:53:59,1,290
29/05/2022,14:32:35,4,542
26/07/2023,16:24:55,1,561
01/07/2022,12:11:12,1,406
23/10/2022,20:12:30,1,183
13/10/2024,9:27:32,1,419
03/07/2024,7:23:26,4,158
06/09/2022,14:46:04,1,242
24/01/2022,14:33:33,1,83
13/04/2024,15:41:51,4,507
10/12/2024,17:45:36,1,57
20/12/2024,5:27:25,3,72
24/11/2024,15:16:44,2,71
12/12/2022,9:11:36,1,480
03/04/2023,15:25:07,1,460
24/07/2024,13:27:27,3,503
23/02/2024,11:51:32,1,474
20/12/2023,14:34:21,1,103
28/11/2024,14:10:43,3,462
23/08/2024,12:44:18,4,121
26/02/2023,8:57:02,1,359
16/03/2024,10:41:31,3,104
25/03/2024,12:49:56,2,461
07/01/2023,21:50:56,3,113
15/05/2024,15:40:17,3,463
19/06/2023,16:10:33,4,259
09/04/2023,12:55:37,3,294
16/09/2023,17:34:25,1,471
18/12/2023,15:52:48,1,418
23/07/2022,10:26:07,2,191
06/07/2024,12:54:26,3,168
02/02/2024,11:19:33,1,556
25/08/2023,11:15:30,4,335
13/07/2023,8:53:32,2,174
08/01/2024,14:19:17,1,153
27/11/2022,17:42:55,3,59
15/11/2022,14:26:31,2,552
08/09/2023,6:35:56,3,303
26/10/2022,16:56:11,2,208
23/08/2023,13:40:37,2,234
13/01/2024,18:04:57,4,280
11/04/2024,18:19:06,1,593
14/09/2023,12:42:13,1,498
03/11/2024,15:14:13,2,318
07/08/2023,13:01:10,1,301
10/03/2023,23:16:44,3,548
09/09/2024,19:09:22,1,176
20/06/2023,13:41:45,3,494
13/10/2022,9:17:36,1,41
11/06/2024,6:02:22,1,51
29/04/2024,12:07:07,1,43
05/05/2023,19:50:34,1,188
21/07/2024,13:29:25,1,37
22/02/2024,7:51:19,1,104
24/05/2023,20:14:01,4,291
15/01/2022,17:56:10,3,498
18/12/2022,17:58:24,1,413
11/03/2022,15:55:36,1,323
07/02/2024,13:53:35,4,342
27/05/2024,15:26:37,3,306
16/12/2024,14:57:42,3,296
27/06/2023,10:43:20,1,513
30/07/2022,23:31:16,1,21
16/01/2024,18:08:10,3,135
25/03/2024,16:52:05,3,123
07/10/2022,8:25:28,2,36
08/08/2023,15:50:49,3,400
18/01/2024,11:53:19,1,144
04/11/2022,7:20:57,1,553
19/08/2023,16:29:13,1,236
01/12/2023,19:23:59,1,547
15/02/2023,15:17:08,3,230
27/07/2023,12:40:34,1,444
23/12/2022,20:43:40,3,399
18/11/2024,14:24:19,1,208
30/06/2023,15:10:33,4,423
06/02/2022,19:55:33,2,588
17/09/2024,20:31:10,1,160
30/09/2023,12:31:54,3,428
08/03/2024,21:12:30,3,365
24/08/2022,12:09:19,1,353
18/11/2023,12:53:55,4,310
26/11/2024,9:18:29,1,187
06/04/2023,15:38:44,1,491
25/11/2023,11:49:49,2,141
05/12/2022,9:49:09,4,590
14/06/2024,13:46:55,1,284
05/10/2023,11:48:17,3,296
14/12/2024,18:13:39,1,9
28/11/2022,11:42:29,1,188
25/11/2022,6:11:40,1,540
25/07/2024,11:07:12,1,36
01/12/2022,16:25:27,1,245
23/10/2023,13:44:42,2,53
20/09/2024,13:55:08,1,277
21/11/2024,19:25:06,1,421
06/04/2022,14:28:09,4,434
06/12/2024,10:25:58,1,417
03/11/2023,17:26:45,2,487
14/07/2023,17:52:32,3,544
30/09/2022,9:14:43,1,273
15/10/2022,7:39:11,1,41
10/08/2024,11:20:56,1,268
16/10/2023,16:26:22,3,459
20/08/2024,15:01:31,1,128
31/01/2022,13:45:10,3,48
02/06/2024,12:25:46,4,20
04/02/2022,17:02:46,1,469
08/12/2024,8:26:59,1,13
18/07/2024,10:57:10,1,48
21/03/2022,11:06:34,1,585
26/11/2022,15:04:45,3,279
21/05/2024,11:21:40,1,86
01/12/2022,14:46:43,4,270
10/06/2023,16:01:25,3,111
02/05/2024,4:11:03,1,334
31/08/2023,15:22:26,1,363
23/09/2024,11:01:00,4,172
03/01/2024,15:45:15,2,197
10/09/2024,21:52:38,1,499
29/10/2023,13:13:36,1,477
17/12/2023,12:06:44,2,578
09/10/2024,12:42:52,1,245
22/02/2024,9:01:36,3,31
01/11/2023,14:46:43,4,523
14/01/2023,18:40:11,1,288
14/07/2022,13:39:48,1,95
23/05/2024,13:00:45,2,208
11/08/2023,20:56:47,1,450
21/11/2023,13:23:01,4,25
30/05/2024,14:31:28,3,155
06/01/2024,17:49:11,3,247
25/11/2022,18:53:05,1,241
15/07/2024,15:25:21,3,152
05/08/2023,7:45:03,1,345
07/11/2023,17:37:49,1,557
25/12/2023,16:13:36,2,376
13/06/2023,9:07:51,1,411
23/11/2022,16:05:15,3,140
15/01/2023,8:08:39,2,471
07/08/2022,17:06:17,2,108
20/11/2023,13:48:47,2,399
22/04/2024,10:47:21,3,576
29/11/2022,13:32:33,1,264
05/10/2023,17:25:48,1,500
24/04/2023,12:15:16,1,217
04/11/2024,19:04:28,2,495
02/03/2022,17:26:58,2,432
06/08/2022,8:25:59,3,347
27/03/2022,16:58:07,1,534
30/07/2024,18:36:03,4,312
14/02/2022,23:39:16,3,376
02/07/2023,17:00:30,1,146
07/01/2024,21:02:48,1,263
21/03/2024,13:51:21,4,29
06/03/2023,17:50:42,1,362
28/11/2023,21:38:10,2,377
11/07/2023,16:12:12,2,224
22/11/2023,20:09:56,1,507
05/08/2023,9:13:03,1,419
13/07/2023,8:17:21,2,442
24/06/2023,15:59:38,3,214
18/08/2024,15:50:03,2,62
11/05/2023,14:43:16,1,430
10/07/2024,21:02:36,1,187
13/03/2023,14:56:31,2,450
25/03/2022,13:08:33,1,73
16/10/2024,21:04:45,1,138
16/10/2023,19:16:24,3,584
01/01/2024,13:56:18,3,128
20/08/2024,5:50:17,1,515
30/07/2023,13:47:20,1,175
01/10/2023,6:48:53,1,1
27/07/2023,9:22:23,4,294
26/09/2023,14:12:26,3,389
02/09/2023,12:03:37,1,1
07/05/2023,7:37:53,1,368
08/10/2024,17:05:10,4,416
21/04/2024,8:31:00,3,522
23/01/2022,7:06:58,3,121
10/02/2022,12:21:31,1,246
15/02/2022,11:47:11,1,111
11/06/2023,14:34:27,1,110
02/08/2022,15:27:43,1,330
17/04/2022,16:47:49,1,203
28/11/2023,9:05:05,2,333
14/06/2022,14:47:19,1,404
19/07/2022,15:26:40,1,438
28/01/2024,12:55:34,3,468
27/08/2024,10:51:58,1,24
07/04/2022,12:17:21,1,306
14/10/2022,15:44:39,4,170
15/07/2023,16:32:37,3,508
21/08/2022,12:54:32,3,375
19/11/2022,13:47:55,1,417
02/06/2022,15:23:44,4,34
16/07/2024,18:20:48,1,471
01/07/2024,9:12:15,1,32
14/01/2024,18:22:12,1,95
17/09/2023,18:40:21,1,161
12/09/2022,7:31:01,2,417
19/07/2024,16:08:05,1,532
21/09/2022,13:23:38,4,182
01/11/2023,18:03:53,3,515
20/08/2023,18:36:41,1,264
15/02/2022,16:49:49,1,18
21/11/2024,11:18:17,1,185
01/07/2023,11:58:03,1,471
30/06/2023,10:19:42,1,153
11/01/2022,11:55:03,1,66
28/01/2024,15:31:28,3,520
25/12/2022,13:03:50,1,368
07/01/2022,13:37:04,3,457
25/01/2023,9:16:36,1,33
04/09/2022,15:51:50,4,137
11/12/2023,12:06:35,1,525
20/09/2023,13:44:48,1,259
08/06/2022,15:11:47,1,360
26/11/2024,9:47:44,1,586
03/08/2023,12:26:35,2,183
22/11/2023,15:54:14,3,349
30/10/2022,13:04:30,1,23
30/06/2024,17:43:26,3,325
25/03/2023,11:18:43,2,538
18/09/2024,8:37:30,1,540
01/02/2022,15:42:01,2,48
01/03/2023,12:57:10,3,545
15/07/2024,8:30:24,2,329
26/10/2024,15:39:46,4,506
21/01/2022,11:51:56,2,237
20/03/2024,12:40:41,3,14
08/03/2023,12:16:16,1,37
16/06/2022,15:52:54,1,568
24/11/2022,14:34:54,3,422
26/04/2024,12:30:57,2,449
31/05/2024,9:24:49,3,408
30/06/2024,11:37:52,1,220
22/12/2024,16:32:23,1,176
26/08/2024,10:02:16,1,127
19/10/2024,11:14:58,1,522
03/09/2024,3:41:48,4,311
25/06/2024,9:00:51,1,389
20/02/2022,12:21:36,3,140
18/08/2022,12:46:41,3,76
28/06/2023,13:20:03,1,578
31/08/2024,13:29:17,1,115
03/09/2022,15:40:09,1,257
09/11/2024,3:24:54,2,534
17/11/2024,16:38:52,3,580
16/07/2024,0:25:20,1,52
09/07/2023,15:00:57,1,207
07/07/2022,16:02:08,3,458
27/04/2023,13:22:41,3,307
24/12/2022,13:49:38,1,71
05/12/2023,13:49:17,4,584
02/08/2024,9:30:44,2,351
17/10/2024,11:54:45,4,384
18/06/2022,11:45:45,1,401
07/04/2024,10:29:18,2,353
15/08/2022,6:50:53,4,538
29/01/2023,11:33:33,3,242
09/07/2024,17:43:53,2,249
11/03/2023,9:16:25,1,470
15/03/2022,20:43:47,1,243
05/01/2024,15:06:31,4,163
08/09/2022,15:02:10,3,320
25/02/2022,12:29:07,2,476
24/08/2023,15:24:10,2,404
18/06/2023,11:18:37,4,256
20/01/2022,16:38:09,1,199
07/09/2023,9:14:22,1,215
04/02/2022,12:22:43,2,67
29/09/2022,16:09:48,1,528
05/05/2023,15:24:14,1,46
29/06/2024,14:56:01,3,431
12/01/2022,15:07:46,1,8
23/01/2023,11:59:20,3,591
26/11/2023,14:41:24,3,344
27/04/2024,14:33:55,4,284
25/10/2023,14:04:59,1,267
11/03/2023,10:58:30,2,494
22/12/2023,9:45:35,3,561
06/08/2022,15:11:27,2,280
02/03/2024,12:01:24,4,272
15/04/2023,6:55:40,1,262
07/02/2024,8:24:43,3,460
14/01/2022,10:26:37,2,585
23/04/2023,9:36:58,3,101
18/11/2022,10:50:36,1,324
21/05/2022,12:17:07,3,427
10/08/2022,12:58:12,1,215
26/02/2023,18:24:45,1,306
04/10/2023,12:07:32,3,286
30/08/2023,16:12:26,1,540
30/04/2024,12:37:17,1,494
15/09/2022,13:12:38,1,528
10/06/2023,19:13:31,1,383
18/02/2024,12:27:39,1,267
16/08/2022,12:04:01,2,483
14/10/2024,10:28:31,1,215
07/01/2023,18:37:27,1,548
23/09/2022,7:44:37,1,201
14/03/2024,14:07:33,1,95
13/01/2022,5:19:07,1,122
17/04/2024,11:10:00,1,234
09/08/2024,9:11:40,3,40
02/04/2022,18:01:34,3,140
01/04/2024,11:19:28,4,190
13/07/2023,9:57:04,3,474
30/11/2024,12:41:29,2,476
30/05/2024,5:45:26,1,423
05/10/2024,7:28:10,4,541
30/03/2024,15:00:44,1,590
17/02/2022,14:48:39,1,217
15/12/2024,16:25:14,2,264
01/08/2022,12:10:30,1,259
12/06/2023,14:11:59,1,97
30/09/2022,11:55:38,1,513
17/07/2022,15:26:16,3,345
02/03/2022,14:39:10,3,63
21/11/2022,16:12:25,1,255
27/01/2022,6:45:27,3,552
25/11/2023,11:32:01,1,492
23/11/2023,10:08:35,2,189
17/08/2023,13:04:22,1,45
28/12/2022,13:22:24,4,5
25/12/2022,9:27:29,2,488
02/08/2023,10:44:26,3,49
01/12/2024,10:21:48,2,562
07/07/2023,23:28:43,2,459
02/08/2022,15:33:54,3,516
02/06/2023,11:44:45,1,503
27/02/2024,17:37:40,1,69
11/12/2022,13:28:01,1,201
27/05/2022,14:53:22,4,362
10/03/2023,7:49:47,2,365
22/09/2023,13:29:42,4,355
26/09/2023,17:14:38,1,439
24/06/2022,6:37:48,1,154
16/12/2022,16:06:11,1,451
25/09/2024,20:17:43,3,126
20/10/2023,13:48:12,3,283
17/10/2022,18:42:14,2,553
09/01/2022,17:43:46,1,396
31/10/2022,20:15:10,1,45
12/05/2023,12:02:32,1,174
01/02/2024,14:43:16,4,281
09/12/2023,12:02:38,2,254
11/02/2022,14:49:20,4,352
12/01/2022,20:50:54,2,92
10/04/2022,13:44:45,3,599
11/09/2023,18:13:11,1,390
25/03/2024,13:25:28,2,287
24/03/2022,15:34:11,4,509
23/02/2023,8:33:44,1,85
27/02/2022,12:30:02,1,518
31/12/2022,13:28:52,1,453
06/04/2023,18:53:07,2,76
28/04/2022,19:47:03,3,162
07/08/2024,13:52:18,3,304
13/04/2024,16:14:36,1,13
29/01/2022,21:48:03,4,165
22/01/2022,18:41:20,1,154
15/01/2023,15:05:18,1,250
10/04/2022,10:36:17,2,457
06/06/2023,12:26:01,1,435
26/08/2023,22:07:18,2,63
03/04/2024,9:37:08,2,551
15/05/2024,15:07:50,1,588
10/01/2024,19:22:13,2,240
24/08/2022,15:22:52,1,361
03/08/2022,13:22:07,1,511
19/12/2023,20:57:12,1,75
13/12/2022,8:40:51,3,265
07/02/2023,16:38:32,2,384
17/01/2023,16:44:52,3,393
02/06/2024,16:58:33,1,522
02/10/2022,16:44:23,4,244
16/01/2024,23:46:40,4,512
17/03/2024,17:47:51,2,398
24/10/2024,21:29:06,3,431
08/12/2022,16:08:44,4,409
30/09/2023,15:39:20,3,107
10/10/2023,12:28:21,3,290
10/06/2023,7:17:49,4,10
05/12/2023,13:55:51,1,513
16/04/2024,17:10:27,2,201
16/10/2024,13:08:46,3,401
25/06/2024,15:18:02,2,278
09/06/2023,19:38:45,1,491
08/01/2024,17:31:48,1,272
20/11/2022,16:23:03,1,289
21/06/2024,13:01:05,2,126
06/05/2022,21:36:03,1,15
27/05/2024,17:16:55,1,345
03/04/2023,10:59:54,1,298
23/06/2022,14:30:20,2,573
24/12/2024,16:29:09,1,289
12/10/2024,17:07:30,1,516
22/02/2022,14:51:46,1,502
18/10/2022,13:11:15,2,335
09/08/2022,15:34:28,1,525
26/11/2024,13:55:55,2,291
17/08/2022,13:39:34,1,114
13/07/2024,15:24:44,1,514
18/07/2023,8:22:23,1,350
12/08/2022,12:46:27,2,105
24/11/2024,8:53:55,1,59
30/03/2022,14:30:26,1,125
24/03/2022,8:32:41,1,186
02/04/2023,8:06:52,1,160
19/07/2023,8:06:36,1,186
04/06/2023,14:34:55,3,235
21/01/2022,13:00:33,1,335
23/04/2024,13:43:03,1,581
19/07/2024,9:38:11,2,133
08/07/2024,13:05:28,1,103
21/11/2023,12:15:47,1,376
05/08/2024,12:26:22,3,417
26/03/2023,11:49:15,2,600
15/01/2024,10:07:47,4,437
09/04/2024,9:34:15,1,495
31/01/2024,11:59:25,1,320
02/11/2022,12:53:32,1,279
21/04/2023,13:13:39,1,41
23/03/2022,18:55:04,1,289
04/02/2024,15:34:25,1,254
19/08/2022,8:24:45,3,199
12/04/2024,13:44:48,2,295
07/12/2023,16:44:52,3,588
02/11/2022,12:55:41,1,296
25/04/2024,9:35:20,2,242
07/03/2024,11:58:30,4,384
31/03/2023,12:13:27,1,232
02/01/2023,13:03:03,1,349
08/07/2022,3:13:31,2,169
12/12/2023,12:39:23,2,599
10/02/2022,13:40:34,2,500
17/02/2022,12:54:59,1,309
16/03/2024,17:54:28,2,542
03/07/2023,17:59:11,1,110
28/12/2023,10:57:53,1,124
18/11/2022,11:08:41,1,112
13/08/2024,18:40:22,2,56
10/08/2022,17:34:03,3,242
14/01/2024,14:37:23,4,343
24/10/2024,14:14:26,1,205
26/10/2023,7:49:05,1,572
28/08/2023,15:22:45,1,170
03/06/2023,11:11:39,1,131
08/02/2022,18:48:14,1,66
20/06/2022,10:32:06,1,95
15/06/2024,16:21:30,1,133
09/07/2022,10:35:40,4,403
07/05/2024,11:30:06,3,226
18/04/2023,17:12:12,1,179
13/09/2024,15:20:19,4,575
05/07/2022,6:34:02,1,524
12/04/2023,14:17:17,1,544
29/09/2024,18:29:00,3,102
27/06/2024,14:10:00,2,69
06/02/2022,14:26:25,2,549
21/03/2024,10:53:32,2,225
21/04/2024,20:39:37,1,206
12/08/2022,20:54:33,1,25
13/12/2024,8:11:31,1,57
19/04/2022,16:18:14,1,391
23/04/2024,10:18:54,3,564
31/03/2024,15:30:07,4,245
08/10/2024,14:40:42,1,555
06/04/2023,13:52:16,2,111
11/07/2024,8:13:38,1,569
02/02/2022,10:49:19,1,291
25/04/2023,6:45:17,4,417
14/02/2024,14:18:16,1,69
02/12/2023,8:52:59,4,222
01/10/2024,14:07:25,1,458
02/12/2022,10:05:37,2,370
01/01/2023,14:48:08,2,21
16/06/2024,16:36:47,4,153
11/11/2022,14:28:49,2,194
28/10/2024,11:54:43,1,435
19/06/2024,19:31:44,3,40
30/04/2023,15:25:20,4,207
01/09/2024,17:40:35,1,148
06/09/2024,12:57:38,1,276
11/06/2022,18:56:50,1,401
04/06/2024,10:13:02,3,122
09/01/2024,10:58:48,4,279
22/10/2022,18:29:29,2,362
24/01/2024,15:52:31,2,77
07/09/2024,12:59:36,1,249
30/12/2022,5:34:00,1,572
26/12/2023,15:49:33,1,447
14/06/2024,12:52:04,4,221
17/09/2023,7:46:01,4,374
18/04/2022,15:06:21,3,457
10/01/2022,16:47:25,1,582
02/06/2024,12:55:09,1,352
06/12/2023,14:48:26,1,176
28/12/2023,11:55:36,2,414
21/05/2024,16:46:58,2,361
18/09/2024,15:03:39,2,473
04/09/2024,15:17:13,1,466
16/05/2024,12:04:13,3,34
07/04/2022,5:42:05,3,429
07/11/2023,19:54:16,1,240
15/12/2023,14:01:48,1,66
07/03/2024,13:32:40,4,430
28/01/2023,23:14:12,3,469
19/03/2024,15:07:21,1,524
08/06/2023,9:47:51,4,382
20/02/2023,11:06:23,1,473
30/12/2024,13:29:44,1,171
29/04/2024,16:13:38,1,448
06/06/2022,13:50:09,3,438
30/08/2023,14:33:48,3,588
24/09/2023,19:18:36,3,476
11/08/2024,14:44:13,2,108
14/05/2023,22:49:07,2,141
12/07/2022,13:29:32,1,496
15/03/2022,22:05:07,1,546
14/02/2024,14:56:53,1,538
21/11/2024,17:26:32,3,301
22/02/2023,19:24:06,4,199
02/06/2024,12:26:43,1,263
19/01/2024,16:11:49,4,321
24/06/2024,17:38:45,1,590
19/04/2022,16:54:06,2,186
12/12/2023,17:13:10,1,411
25/02/2022,10:34:51,1,186
04/10/2022,18:55:06,1,582
15/07/2023,12:36:23,1,118
13/01/2022,10:39:02,1,206
26/11/2022,16:07:37,3,463
01/10/2023,17:12:26,1,422
21/06/2022,15:22:08,1,161
26/08/2022,15:53:07,1,482
06/09/2023,11:44:48,2,251
20/07/2023,15:56:11,1,367
04/01/2023,12:26:46,2,150
14/06/2022,15:22:50,3,342
18/07/2022,7:58:50,1,152
01/08/2023,16:29:40,1,501
01/03/2022,9:53:00,1,29
04/12/2024,12:23:38,1,310
13/08/2023,20:05:38,1,556
30/07/2024,15:03:17,1,404
05/04/2023,11:03:59,2,444
02/03/2022,19:31:44,2,501
31/10/2023,13:47:50,1,410
11/04/2022,7:35:54,1,511
29/01/2023,15:27:06,1,119
18/08/2023,23:08:15,2,499
23/04/2022,15:29:57,2,549
05/07/2024,8:55:39,3,341
21/02/2023,17:29:17,1,192
09/01/2023,9:57:02,1,492
07/03/2023,13:47:48,1,454
24/01/2022,20:34:34,1,35
10/04/2024,19:27:31,1,281
16/07/2023,11:26:52,3,397
01/11/2023,15:51:57,4,248
01/07/2022,14:05:09,1,594
06/03/2022,11:19:48,1,403
03/02/2024,12:06:35,1,111
10/11/2024,13:18:00,3,158
17/03/2023,13:04:26,2,108
30/01/2022,14:13:49,2,178
27/03/2022,10:39:17,1,137
16/08/2022,8:08:47,1,266
20/11/2022,14:46:51,3,324
19/05/2022,11:54:04,1,474
19/12/2022,15:04:27,3,385
11/09/2023,8:21:24,1,594
12/04/2023,12:36:42,1,93
04/01/2023,11:53:13,1,424
07/03/2022,12:42:49,3,156
01/01/2023,20:35:28,3,423
05/01/2023,10:34:42,2,246
19/04/2023,14:47:44,1,147
23/03/2024,12:38:22,1,310
10/06/2023,12:27:52,3,524
26/02/2022,13:37:27,1,429
09/11/2023,11:30:23,2,258
22/09/2024,15:26:18,1,212
27/10/2024,11:04:46,2,293
14/09/2023,14:41:02,2,355
06/12/2022,10:39:48,2,263
29/08/2024,15:10:19,2,309
29/11/2022,14:19:16,1,357
17/09/2024,12:13:33,3,536
27/11/2023,10:35:58,1,268
20/12/2023,10:23:16,1,411
16/01/2024,13:36:52,1,226
20/11/2023,12:06:35,1,563
28/11/2024,12:45:27,1,411
10/01/2023,18:17:39,1,100
28/12/2022,13:09:27,1,122
03/05/2022,15:26:54,1,306
24/04/2024,18:04:18,2,296
18/07/2023,13:16:13,2,445
14/12/2022,14:41:02,3,353
27/09/2023,19:14:47,1,254
17/08/2022,14:19:18,1,184
02/02/2022,16:50:20,1,142
06/08/2022,18:27:38,1,119
28/07/2023,14:53:36,2,288
20/01/2023,11:48:44,3,123
14/07/2022,10:01:07,3,361
23/04/2023,3:52:49,3,68
04/05/2023,15:43:19,2,339
17/05/2022,12:58:08,1,476
22/05/2024,5:50:17,3,6
28/12/2024,13:21:28,1,81
13/05/2024,14:46:06,1,277
11/06/2022,20:09:28,3,6
21/02/2024,10:42:35,1,46
24/07/2024,16:25:19,1,353
15/04/2022,17:30:53,3,393
17/09/2024,16:19:59,4,92
25/03/2023,16:11:10,1,356
08/09/2023,11:02:12,3,104
20/04/2023,16:53:10,2,62
09/11/2024,16:39:31,3,11
23/11/2022,15:26:11,1,293
16/03/2022,20:31:09,3,581
24/09/2022,13:27:58,2,278
04/01/2024,8:44:07,1,590
20/08/2024,10:06:21,4,174
01/08/2024,7:54:34,3,543
15/02/2024,14:44:32,2,20
01/04/2022,16:26:06,1,126
20/05/2023,17:31:13,1,102
27/09/2022,17:04:33,3,72
23/04/2024,11:17:59,2,146
10/07/2024,13:05:25,3,98
07/01/2022,18:21:17,3,75
24/07/2022,14:04:49,3,287
30/12/2024,9:11:12,2,38
24/04/2022,3:50:53,4,153
02/07/2024,10:12:48,3,299
07/10/2023,16:37:28,2,124
28/10/2022,13:15:03,1,56
25/12/2024,11:53:21,4,335
31/07/2023,14:04:26,3,432
18/02/2022,17:51:31,3,264
31/03/2022,15:34:28,3,526
06/09/2022,22:35:38,2,394
25/05/2022,8:06:33,1,456
11/04/2022,18:32:02,2,360
29/11/2023,14:16:33,3,576
27/03/2022,10:00:02,1,340
26/03/2023,10:39:38,3,74
03/10/2024,18:46:43,1,402
09/02/2022,13:58:37,2,140
01/02/2023,18:58:37,1,46
22/02/2024,13:35:22,4,27
02/09/2023,8:19:22,1,499
29/10/2024,17:24:25,1,197
30/08/2023,9:56:23,3,61
16/06/2024,11:50:52,1,403
16/01/2023,11:52:57,1,251
17/05/2023,17:05:57,1,13
27/10/2023,7:37:09,1,545
25/01/2023,17:11:47,1,285
27/03/2022,22:13:19,1,68
15/10/2024,15:23:19,2,579
16/07/2024,16:11:29,1,38
05/11/2023,10:09:24,2,91
20/07/2024,15:42:17,1,94
27/02/2022,10:37:11,2,76
23/02/2024,12:59:24,3,114
20/06/2024,12:13:22,2,97
12/09/2022,14:46:17,1,215
17/08/2022,10:35:09,2,423
17/04/2024,11:46:12,3,195
11/09/2024,14:14:15,2,508
31/07/2022,16:56:34,2,366
11/03/2024,14:19:23,2,346
04/07/2024,22:53:06,1,177
17/07/2024,13:25:22,1,423
31/05/2024,23:23:41,1,568
26/10/2024,5:07:33,1,506
01/09/2024,13:30:38,2,404
05/10/2022,8:06:37,4,146
03/10/2023,16:55:40,1,299
21/05/2023,16:18:17,3,343
23/01/2024,8:55:53,1,210
02/07/2024,9:29:28,3,503
21/10/2023,17:49:32,1,178
04/05/2024,13:26:22,2,58
15/02/2023,9:48:50,1,279
11/03/2023,21:27:32,2,581
05/07/2022,17:02:16,1,578
17/08/2022,17:16:30,2,269
07/01/2024,9:12:28,4,169
24/09/2024,12:23:54,1,482
18/12/2024,17:08:11,2,273
15/05/2023,8:13:53,1,42
26/01/2022,14:05:54,4,300
02/03/2022,12:38:19,4,188
20/03/2022,9:11:34,1,354
05/09/2024,15:49:49,1,503
26/07/2024,19:54:23,4,589
17/07/2023,9:28:56,1,106
07/08/2024,13:05:50,1,514
22/06/2023,14:44:18,4,84
06/03/2022,11:18:03,1,114
27/01/2023,9:01:17,1,253
15/11/2022,13:49:19,1,122
23/12/2023,13:10:50,4,435
01/11/2022,14:35:05,1,203
09/12/2022,13:31:01,1,211
22/09/2024,9:32:38,1,576
28/08/2023,8:10:04,1,352
11/08/2022,16:20:11,2,439
19/01/2023,12:01:39,3,301
14/03/2024,17:07:10,3,263
25/05/2022,23:39:39,2,481
14/03/2024,15:57:53,2,452
21/10/2023,10:50:29,2,346
07/06/2024,8:06:51,1,428
30/12/2023,7:47:22,2,471
15/04/2023,14:13:52,1,19
04/12/2022,16:22:55,1,307
20/05/2024,15:10:49,2,177
18/03/2024,13:26:20,2,289
22/07/2022,21:33:08,3,246
24/04/2024,18:37:55,3,13
